latitude,longitude
-39.544853,176.9080371
-39.5394937,176.9039889
-39.5415292,176.9102949
-39.04065222,177.3890357
-39.04065395,177.3890397
-39.04063561,177.3862948
-39.04063422,177.3862999
-39.04077953,177.385938
-39.03827745,177.3911434
-39.02507392,177.4224444
-39.0250737,177.4224429
-39.02456061,177.4211844
-39.02306345,177.4175526
-39.02256322,177.4171942
-39.02256397,177.4171947
-39.02292728,177.4181981
-39.02872283,177.4239629
-39.0275102,177.4230613
-39.02840497,177.4237567
-39.02835447,177.4234502
-39.02633931,177.422759
-39.02634014,177.4227607
-39.02502042,177.4211995
-39.02502106,177.4212001
-39.51290789,176.8930431
-39.51290717,176.8930451
-39.51290456,176.8930473
-39.51317611,176.8927927
-39.51317539,176.8927925
-39.51382858,176.8933323
-39.51383806,176.8933404
-39.02409239,177.4172351
-39.51458136,176.8938441
-39.02507489,177.4171134
-39.51458383,176.8938464
-39.02670133,177.4162044
-39.51458683,176.8938823
-39.02670306,177.4162056
-39.51462117,176.8938631
-39.02670475,177.4162049
-39.51463256,176.8938585
-39.02674497,177.4162539
-39.51463611,176.8938581
-39.02674336,177.4162548
-39.51463575,176.8938571
-39.02674486,177.4162549
-39.51463714,176.8938528
-39.02403031,177.4163106
-39.51473853,176.8937973
-39.0239877,177.4166973
-39.52888981,176.903297
-39.02378361,177.4176158
-39.52889078,176.9032966
-39.02378183,177.4176237
-39.52889461,176.9032905
-39.02378511,177.4176246
-39.52889672,176.9032973
-39.02378253,177.4176235
-39.5288947,176.9032989
-39.02378203,177.4176301
-39.52889797,176.9032927
-39.02378308,177.4176286
-39.52890047,176.9032939
-39.52788928,176.9025608
-39.52680203,176.9020528
-39.52594642,176.9014317
-39.52593711,176.9014385
-39.52573642,176.9011055
-39.5292902,176.9045982
-39.52996017,176.9052172
-39.53046678,176.9056467
-39.53046661,176.9056472
-39.53046733,176.9056448
-39.52121458,176.8804117
-39.52122381,176.880413
-39.52113333,176.879418
-39.52113545,176.8794121
-39.52147245,176.8814188
-39.52147056,176.8814191
-39.52146758,176.8814201
-39.52146878,176.8814187
-39.52146781,176.8814156
